Frame,Total_Inf(ms),YOLO(ms),ResNet(ms),UNet(ms),RAM(MB)
2944,270.97,38.25,13.27,219.43,3171.98
2945,243.75,40.90,14.19,188.63,3190.46
2946,237.98,41.57,13.59,182.79,3192.89
2947,233.59,40.52,13.31,179.74,3188.89
2948,230.12,41.68,13.28,175.13,3191.69
2949,235.47,41.01,14.14,180.30,3188.91
2950,237.52,40.48,13.36,183.67,3191.40
2951,235.73,40.46,13.33,181.92,3191.38
2952,230.66,40.95,13.45,176.24,3191.37
2953,260.30,38.58,14.02,207.68,3195.09
2954,238.15,40.84,13.27,184.03,3193.57
2955,242.00,40.67,13.22,188.10,3193.56
2956,234.93,40.53,13.23,181.15,3193.77
2957,235.71,40.96,13.37,181.37,3194.50
2958,231.31,38.50,13.58,179.20,3196.75
2959,232.40,38.44,13.50,180.45,3194.53
2960,235.04,40.97,13.88,180.17,3194.27
2961,233.15,40.89,13.30,178.93,3196.50
2962,254.65,38.08,13.43,203.13,3197.23
2963,237.87,38.35,13.30,186.21,3197.22
2964,240.82,41.74,13.55,185.50,3195.70
2965,233.10,38.69,13.50,180.89,3196.43
2966,231.93,38.30,13.31,180.30,3196.43
2967,233.06,38.16,13.27,181.61,3198.42
2968,229.96,38.26,13.45,178.23,3196.18
2969,232.51,38.47,13.43,180.59,3196.41
2970,232.73,38.19,13.36,181.16,3196.39
2971,277.90,38.39,13.77,225.72,3177.86
2972,242.93,39.09,13.34,190.48,3190.37
2973,237.69,38.79,13.41,185.46,3189.35
2974,237.17,38.08,13.39,185.68,3189.34
2975,234.46,39.37,13.17,181.89,3192.81
2976,236.09,38.31,13.32,184.44,3192.29
2977,228.03,38.18,13.29,176.54,3194.77
2978,231.75,40.62,13.27,177.84,3193.75
2979,230.65,41.53,13.63,175.47,3194.48
2980,257.48,38.76,13.40,205.29,3197.93
2981,235.02,38.83,13.22,182.95,3197.91
2982,237.32,41.78,13.17,182.35,3196.15
2983,237.37,41.19,14.00,182.15,3196.14
2984,235.13,41.51,13.18,180.42,3198.38
2985,232.81,41.40,13.18,178.21,3196.37
2986,232.47,41.49,13.72,177.24,3196.20
2987,233.70,41.02,13.23,179.43,3196.35
2988,235.66,40.85,13.33,181.46,3197.57
2989,257.14,38.06,13.36,205.70,3197.81
2990,232.77,38.32,13.26,181.17,3197.80
2991,232.38,38.46,13.25,180.64,3197.80
2992,232.51,38.09,13.42,180.98,3198.53
2993,234.12,40.54,13.33,180.22,3200.76
2994,229.59,40.59,13.13,175.85,3200.75
2995,229.12,38.28,13.31,177.51,3202.75
2996,228.32,38.23,13.26,176.80,3202.82
2997,230.93,40.72,13.20,176.99,3200.82
2998,254.53,38.19,13.20,203.11,3200.81
2999,251.16,40.53,13.53,197.09,3180.79
3000,239.32,41.08,13.38,184.85,3184.96
3001,233.79,40.59,13.35,179.83,3198.80
3002,233.74,38.96,13.17,181.59,3199.53
3003,228.61,38.06,13.27,177.27,3198.25
3004,229.55,38.13,13.34,178.06,3200.46
3005,232.01,39.19,13.56,179.25,3201.19
3006,233.20,38.89,13.21,181.08,3202.16
3007,255.60,38.95,13.25,203.38,3202.16
3008,238.05,38.98,13.30,185.76,3201.14
3009,239.44,41.71,13.66,184.04,3201.38
3010,237.14,41.69,13.25,182.18,3201.38
3011,244.23,41.07,13.20,189.94,3201.37
3012,247.11,43.64,14.78,188.68,3201.55
3013,231.27,40.86,13.32,177.06,3203.62
3014,229.94,38.46,13.21,178.24,3203.54
3015,232.23,41.97,13.32,176.92,3201.52
3016,262.57,40.65,13.21,208.69,3202.99
3017,233.53,41.21,13.24,179.07,3203.23
3018,232.21,41.71,13.35,177.13,3203.47
3019,230.71,38.86,13.26,178.56,3203.24
3020,240.69,39.44,13.06,188.17,3203.23
3021,230.90,38.39,13.59,178.90,3205.23
3022,232.61,38.16,13.20,181.23,3205.05
3023,227.59,38.31,13.23,176.03,3204.96
3024,237.32,38.14,13.20,185.96,3204.18
3025,256.62,39.00,13.22,204.38,3204.91
3026,236.43,39.36,13.28,183.77,3204.90
3027,233.47,39.34,13.47,180.64,3205.14
3028,240.89,39.26,13.52,188.09,3181.27
3029,235.47,39.42,13.18,182.84,3191.65
3030,232.31,38.53,13.56,180.20,3198.78
3031,231.34,38.20,13.28,179.83,3197.77
3032,235.64,38.14,13.09,184.40,3201.98
3033,227.65,38.09,13.27,176.27,3204.71
3034,251.80,38.16,13.16,200.46,3207.45
3035,230.69,38.20,13.23,179.25,3209.44
3036,243.43,40.14,13.84,189.43,3206.91
3037,233.65,40.69,13.41,179.52,3204.91
3038,233.44,40.72,13.54,179.16,3206.67
3039,233.16,40.79,13.45,178.90,3204.89
3040,244.29,41.58,13.32,189.38,3205.87
3041,232.90,40.81,13.43,178.64,3208.11
3042,232.09,40.55,13.12,178.39,3206.11
3043,256.58,40.72,13.15,202.69,3208.10
3044,240.65,41.92,13.56,185.14,3204.09
3045,238.05,40.67,13.43,183.93,3205.92
3046,233.83,40.50,13.30,180.00,3207.91
3047,234.98,40.47,13.44,181.05,3205.83
3048,230.06,40.46,13.39,176.19,3204.31
3049,229.32,40.55,13.39,175.36,3204.30
3050,229.41,40.65,13.25,175.49,3204.29
3051,230.85,41.30,13.12,176.41,3204.29
3052,259.57,40.96,13.27,205.33,3204.98
3053,232.76,40.73,13.29,178.71,3207.01
3054,234.26,40.93,13.24,180.07,3209.00
3055,232.57,40.56,13.21,178.78,3209.00
3056,248.40,40.90,13.58,193.89,3181.15
3057,234.93,38.71,13.39,182.81,3198.71
3058,225.14,39.17,13.58,172.38,3201.21
3059,227.62,38.27,13.28,176.05,3202.17
3060,226.66,39.49,13.52,173.62,3205.89
3061,251.69,38.56,13.33,199.79,3206.61
3062,231.75,38.27,13.25,180.21,3204.86
3063,231.86,39.14,13.30,179.40,3202.85
3064,229.32,38.90,13.51,176.89,3204.07
3065,219.47,38.89,12.68,167.88,3204.06
3066,229.51,38.87,13.37,177.24,3206.06
3067,227.92,38.83,13.29,175.78,3203.82
3068,229.79,38.91,13.05,177.82,3205.52
3069,233.97,39.08,13.36,181.51,3205.51
3070,254.88,39.75,13.40,201.71,3204.24
3071,227.13,38.92,13.07,175.12,3204.23
3072,231.92,39.01,12.98,179.91,3205.95
3073,232.41,38.90,13.21,180.28,3207.94
3074,225.29,41.89,13.49,169.89,3207.68
3075,227.28,39.09,13.35,174.82,3205.68
3076,230.82,38.23,13.13,179.44,3205.40
3077,228.89,38.06,13.24,177.58,3205.64
3078,223.55,38.39,13.41,171.74,3205.63
3079,252.28,40.36,13.13,198.77,3206.11
3080,218.21,41.45,12.85,163.89,3206.35
3081,228.50,41.20,13.33,173.96,3206.34
3082,228.28,41.60,13.28,173.38,3206.33
3083,227.41,38.96,13.22,175.21,3208.57
3084,262.90,45.97,14.28,202.62,3184.83
3085,235.26,43.91,14.57,176.76,3187.53
3086,227.46,40.91,13.07,173.46,3192.76
3087,227.36,40.48,13.31,173.55,3195.25
3088,248.27,38.59,13.14,196.52,3194.47
3089,227.69,38.16,13.06,176.45,3194.71
3090,238.12,41.18,14.28,182.63,3208.27
3091,228.74,38.76,13.32,176.64,3202.51
3092,232.43,41.26,13.44,177.70,3203.48
3093,224.76,38.25,13.16,173.33,3205.73
3094,226.15,38.10,13.22,174.82,3205.74
3095,226.87,38.06,13.23,175.56,3207.72
3096,229.24,38.57,13.49,177.16,3204.69
3097,251.50,38.99,13.15,199.35,3207.41
3098,235.28,41.39,14.57,179.30,3207.40
3099,231.66,38.86,13.32,179.46,3207.64
3100,233.08,39.16,13.36,180.53,3208.09
3101,228.63,40.63,13.65,174.32,3208.33
3102,227.16,40.73,13.33,173.09,3208.32
3103,231.55,40.48,13.26,177.78,3208.32
3104,229.44,41.97,13.53,173.92,3210.33
3105,226.74,40.58,13.22,172.92,3208.29
3106,251.39,40.42,13.18,197.78,3208.77
3107,229.84,40.43,13.29,176.10,3209.01
3108,232.46,40.56,13.30,178.58,3211.01
3109,230.17,40.84,13.19,176.13,3209.24
3110,232.45,41.13,13.46,177.85,3209.97
3111,226.95,40.52,13.21,173.19,3209.96
3112,228.37,40.70,13.20,174.45,3210.20
3113,249.94,38.04,13.34,198.54,3191.26
3114,232.31,41.75,13.29,177.25,3195.71
3115,249.64,38.17,13.16,198.29,3196.93
3116,230.59,38.32,13.13,179.11,3200.14
3117,229.20,38.11,13.17,177.90,3198.13
3118,229.59,41.36,13.30,174.92,3198.36
3119,216.49,41.30,12.83,162.34,3198.60
3120,230.90,41.43,13.31,176.14,3209.91
3121,229.40,41.37,13.36,174.66,3212.40
3122,231.42,40.61,13.31,177.48,3212.90
3123,227.83,41.04,13.34,173.44,3210.89
3124,252.74,40.81,13.76,198.15,3212.09
3125,231.12,39.71,13.43,177.96,3212.36
3126,228.86,41.15,13.34,174.35,3212.35
3127,229.95,40.62,13.32,175.99,3212.57
3128,235.49,40.52,13.23,181.72,3214.04
3129,229.97,40.72,13.22,176.00,3214.03
3130,228.36,38.52,13.42,176.40,3214.27
3131,227.45,38.44,13.22,175.76,3216.27
3132,230.03,40.94,13.23,175.84,3214.00
3133,257.73,40.00,13.29,204.42,3216.71
3134,223.02,38.03,12.94,172.03,3218.95
3135,225.92,38.93,13.27,173.70,3216.94
3136,228.42,38.76,13.31,176.33,3218.16
3137,230.96,39.48,13.59,177.88,3217.90
3138,226.31,38.92,13.15,174.21,3216.38
3139,230.57,41.06,13.37,176.11,3216.38
3140,230.09,40.72,13.39,175.96,3216.20
3141,249.44,38.62,13.78,197.02,3194.46
3142,255.50,38.76,13.42,203.30,3199.90
3143,232.49,40.48,13.23,178.76,3200.00
3144,231.00,38.18,13.15,179.65,3201.47
3145,227.00,38.14,13.22,175.62,3199.46
3146,236.91,40.93,13.55,182.41,3212.54
3147,231.64,40.47,13.18,177.98,3210.78
3148,232.78,40.53,13.18,179.06,3214.22
3149,233.90,40.53,13.34,180.01,3214.07
3150,232.40,40.55,13.43,178.40,3214.07
3151,253.53,40.61,13.25,199.66,3212.80
3152,236.83,40.56,13.22,183.02,3213.70
3153,232.63,40.92,13.58,178.11,3215.45
3154,235.62,40.91,13.57,181.12,3215.44
3155,232.14,40.59,13.29,178.24,3215.68
3156,233.85,40.53,13.12,180.19,3215.67
3157,227.43,40.55,13.20,173.66,3215.66
3158,235.25,43.20,14.51,177.52,3217.41
3159,225.88,41.06,13.17,171.64,3215.66
3160,254.68,41.37,13.14,200.15,3216.64
3161,231.82,41.25,13.26,177.29,3214.88
3162,224.91,39.05,13.09,172.75,3216.87
3163,224.15,39.00,13.37,171.75,3217.34
3164,227.40,38.12,13.35,175.91,3215.34
3165,227.31,38.26,13.25,175.78,3215.33
3166,225.43,39.04,13.32,173.04,3215.57
3167,228.31,38.00,13.36,176.93,3215.56
3168,222.82,39.34,13.28,170.19,3215.55
3169,270.06,39.02,13.59,217.43,3191.30
3170,237.32,41.24,14.13,181.94,3207.53
3171,231.61,42.49,13.56,175.54,3208.14
3172,228.64,38.80,13.26,176.57,3210.40
3173,228.16,39.09,13.23,175.82,3213.10
3174,225.06,38.17,13.21,173.67,3213.83
3175,227.31,40.60,13.38,173.31,3217.06
3176,228.05,40.75,13.26,174.01,3217.30
3177,228.28,38.92,13.43,175.91,3216.52
3178,250.08,39.61,13.51,196.94,3217.25
3179,228.09,41.19,13.25,173.64,3217.24
3180,226.85,38.84,13.24,174.74,3217.48
3181,229.56,41.52,13.64,174.38,3218.53
3182,229.32,40.48,13.16,175.66,3218.77
3183,229.32,40.88,13.58,174.85,3218.76
3184,228.08,40.51,13.32,174.23,3218.91
3185,225.48,40.60,13.23,171.64,3218.90
3186,222.38,38.01,13.23,171.12,3219.14
3187,252.86,40.70,13.27,198.88,3219.38
3188,227.44,38.15,13.22,176.04,3221.86
3189,232.73,40.57,13.65,178.49,3221.69
3190,233.01,38.14,13.18,181.67,3221.69
3191,230.67,38.16,13.19,179.29,3221.68
3192,228.08,38.20,13.22,176.64,3221.71
3193,240.28,38.15,13.44,188.67,3219.96
3194,229.29,38.25,13.27,177.76,3221.95
3195,226.86,38.08,13.23,175.53,3221.95
3196,256.77,38.18,13.34,205.23,3220.68
3197,252.50,38.42,13.23,200.83,3199.24
3198,236.92,40.18,13.27,183.44,3211.45
3199,230.12,38.76,13.18,178.16,3214.67
3200,230.40,39.39,13.27,177.72,3216.15
3201,238.27,38.74,13.18,186.33,3218.60
3202,228.34,39.11,13.62,175.59,3219.33
3203,229.52,39.44,13.60,176.47,3218.07
3204,232.78,38.75,13.24,180.78,3218.80
3205,257.21,39.02,13.23,204.95,3219.78
3206,233.03,38.82,13.58,180.61,3219.77
3207,231.12,41.42,13.26,176.42,3220.01
3208,231.90,41.27,13.39,177.23,3220.03
3209,239.02,41.13,13.29,184.58,3221.22
3210,233.10,41.15,13.21,178.72,3219.22
3211,230.15,40.57,13.34,176.22,3219.21
3212,229.39,38.29,13.20,177.87,3219.45
3213,243.62,41.42,13.22,188.96,3220.92
3214,256.48,40.54,13.23,202.69,3221.65
3215,233.53,38.92,13.29,181.30,3221.64
3216,233.88,38.97,12.99,181.91,3221.62
3217,237.84,39.14,13.47,185.21,3221.62
3218,232.20,38.85,13.36,179.97,3221.44
3219,229.71,38.98,13.35,177.37,3221.43
3220,230.95,38.78,13.22,178.93,3223.35
3221,239.46,39.00,13.25,187.19,3222.07
3222,229.33,38.98,13.47,176.84,3224.07
3223,252.60,38.17,13.13,201.28,3222.06
3224,230.77,38.16,13.21,179.38,3222.30
3225,254.14,38.26,13.14,202.73,3198.17
3226,230.60,38.82,13.32,178.44,3211.00
3227,231.03,38.84,13.34,178.82,3212.96
3228,228.80,38.04,13.25,177.49,3213.69
3229,233.61,38.66,13.58,181.35,3215.65
3230,235.68,38.24,13.25,184.18,3214.71
3231,227.70,38.73,13.20,175.75,3215.44
3232,255.38,39.42,13.16,202.78,3218.58
3233,232.04,39.53,13.85,178.65,3217.81
3234,233.07,38.83,13.22,181.01,3217.80
3235,229.78,38.77,13.18,177.81,3217.79
3236,229.99,38.02,13.34,178.61,3217.79
3237,236.85,38.06,13.27,185.50,3219.50
3238,229.26,38.08,13.29,177.86,3219.32
3239,235.33,40.39,13.20,181.72,3227.56
3240,232.81,41.38,13.52,177.89,3225.47
3241,259.66,39.77,13.41,206.45,3225.70
3242,230.36,41.09,13.16,176.09,3225.69
3243,228.26,41.16,13.24,173.84,3225.93
3244,230.77,40.65,13.25,176.86,3227.93
3245,236.08,40.77,13.13,182.15,3226.40
3246,226.62,40.82,13.53,172.25,3226.38
3247,227.92,40.50,13.34,174.05,3228.37
3248,228.45,40.37,13.17,174.90,3226.61
3249,227.94,38.50,13.42,176.01,3226.85
3250,248.19,38.33,13.42,196.41,3227.34
3251,231.75,40.70,13.24,177.79,3227.57
3252,229.36,41.71,14.13,173.50,3229.57
3253,228.63,38.54,13.38,176.69,3228.55
3254,252.37,42.89,13.28,196.18,3205.87
3255,228.24,38.64,13.29,176.30,3212.48
3256,227.40,38.86,13.54,174.98,3210.76
3257,235.87,38.93,13.51,183.41,3222.56
3258,229.35,38.61,13.38,177.34,3223.29
3259,249.62,38.12,13.08,198.40,3226.03
3260,225.58,38.37,13.30,173.89,3224.26
3261,231.78,39.31,13.62,178.83,3226.76
3262,225.68,39.16,13.45,173.05,3227.01
3263,227.55,38.49,13.36,175.68,3225.49
3264,229.09,38.63,13.30,177.14,3227.24
3265,233.77,41.71,13.26,178.78,3225.96
3266,227.12,42.04,13.71,171.35,3225.96
3267,226.93,39.07,13.40,174.44,3228.20
3268,253.51,38.94,13.58,200.97,3226.67
3269,231.61,38.49,13.23,179.87,3228.33
3270,229.72,40.77,13.23,175.70,3230.57
3271,231.31,38.57,13.24,179.48,3228.57
3272,226.09,38.11,13.43,174.54,3228.34
3273,231.28,38.74,13.23,179.29,3228.91
3274,225.25,39.40,13.58,172.26,3228.89
3275,225.55,41.14,13.25,171.13,3231.14
3276,225.77,38.81,13.24,173.70,3231.05
3277,249.70,41.31,13.20,195.17,3233.29
3278,228.64,40.69,13.37,174.56,3230.79
3279,231.99,43.48,13.66,174.84,3231.03
3280,227.71,40.45,13.19,174.05,3229.27
3281,229.27,40.46,13.07,175.72,3231.28
3282,247.68,41.27,13.29,193.11,3204.71
3283,225.90,39.58,13.24,173.06,3208.37
3284,227.76,39.16,13.33,175.26,3209.19
3285,226.84,39.25,13.24,174.32,3211.15
3286,255.74,41.47,13.10,201.11,3209.88
3287,229.96,38.77,13.20,177.98,3210.12
3288,234.91,41.21,13.36,180.32,3210.36
3289,235.85,44.00,13.35,178.48,3210.18
3290,228.87,41.61,13.64,173.59,3212.18
3291,229.61,40.79,13.32,175.48,3212.41
3292,226.16,40.53,13.24,172.37,3212.32
3293,229.90,40.69,13.16,176.03,3210.04
3294,227.47,40.72,13.33,173.40,3212.28
3295,251.14,40.92,13.19,197.00,3210.51
3296,230.15,40.52,13.26,176.35,3210.50
3297,234.12,41.03,13.23,179.84,3227.97
3298,225.78,40.42,13.29,172.06,3227.96
3299,227.87,40.67,13.49,173.70,3229.96
3300,227.77,40.40,13.27,174.08,3228.19
3301,229.50,40.51,13.34,175.64,3229.41
3302,227.79,42.17,13.42,172.19,3233.20
3303,225.58,40.59,13.30,171.67,3231.19
3304,255.12,40.87,13.19,201.05,3231.18
3305,226.04,40.59,13.19,172.24,3231.11
3306,227.04,40.52,13.27,173.24,3233.33
3307,227.78,40.44,13.31,174.00,3231.57
3308,229.92,40.64,13.21,176.04,3231.56
3309,233.81,41.00,13.39,179.36,3233.03
3310,248.42,43.31,13.65,191.44,3198.72
3311,239.38,41.07,13.30,185.00,3231.20
3312,231.13,44.12,13.86,173.14,3232.75
3313,255.72,40.49,13.16,202.06,3233.98
3314,231.03,41.77,13.53,175.72,3237.20
3315,233.99,43.98,14.52,175.47,3237.44
3316,230.58,41.45,13.31,175.81,3233.92
3317,230.69,41.38,13.16,176.13,3236.88
3318,228.39,41.73,13.34,173.30,3234.65
3319,226.47,41.33,13.29,171.83,3234.89
3320,227.37,40.94,13.03,173.39,3234.88
3321,225.47,41.04,13.21,171.20,3236.88
3322,249.73,40.61,13.13,195.98,3237.32
3323,228.64,40.57,13.35,174.70,3238.79
3324,230.98,41.01,13.64,176.32,3237.04
3325,226.51,41.00,13.35,172.14,3239.76
3326,228.14,40.67,13.31,174.13,3239.75
3327,234.94,40.54,13.40,180.98,3237.74
3328,229.72,40.52,13.28,175.90,3237.73
3329,230.46,40.59,13.41,176.45,3237.80
3330,238.40,40.91,13.67,183.80,3237.79
3331,254.63,41.79,13.70,199.12,3237.70
3332,230.01,40.80,13.38,175.81,3239.95
3333,230.68,40.78,13.42,176.45,3239.94
3334,230.80,40.78,13.68,176.32,3238.17
3335,231.55,40.60,13.38,177.54,3240.17
3336,233.93,40.56,13.30,180.05,3238.16
3337,230.41,40.61,13.42,176.36,3239.38
3338,227.51,40.56,13.30,173.63,3239.36
3339,252.39,40.99,13.62,197.76,3215.89
3340,261.04,41.32,13.36,206.34,3217.08
3341,236.17,40.75,13.37,182.02,3220.32
3342,230.82,40.59,13.27,176.94,3222.31
3343,236.28,40.61,13.32,182.34,3220.54
3344,230.11,40.54,13.30,176.25,3220.77
3345,237.01,40.49,13.12,183.38,3230.08
3346,226.31,40.40,13.28,172.60,3232.08
3347,230.49,41.05,13.59,175.82,3230.32
3348,226.50,41.05,13.35,172.08,3230.79
3349,251.32,40.85,13.25,197.21,3232.26
3350,230.81,40.44,13.27,177.08,3235.73
3351,233.77,40.83,13.50,179.42,3233.73
3352,228.94,40.84,13.25,174.83,3235.72
3353,228.50,40.67,13.28,174.53,3234.46
3354,229.92,40.53,13.21,176.16,3234.45
3355,225.34,40.92,13.31,171.09,3234.44
3356,226.10,40.55,13.28,172.25,3234.68
3357,229.37,40.30,13.15,175.90,3234.92
3358,259.02,44.66,14.92,199.42,3235.40
3359,228.14,41.19,13.17,173.76,3235.39
3360,231.49,40.71,13.39,177.37,3235.87
3361,232.36,40.61,13.29,178.44,3237.62
3362,228.63,40.39,13.13,175.08,3237.36
3363,230.04,40.42,13.09,176.49,3235.60
3364,234.23,40.84,13.40,179.97,3238.09
3365,231.44,40.58,13.30,177.54,3238.82
3366,232.34,40.59,13.40,178.34,3236.81
3367,274.00,40.88,13.19,219.92,3217.64
3368,232.21,40.84,13.26,178.08,3220.48
3369,242.94,40.50,13.27,189.15,3238.23
3370,231.60,42.99,14.01,174.58,3235.20
3371,231.31,41.24,13.62,176.43,3235.19
3372,230.52,41.36,13.27,175.86,3235.18
3373,230.96,40.53,13.29,177.12,3236.65
3374,229.63,43.12,13.93,172.55,3236.88
3375,226.80,40.60,13.24,172.95,3238.64
3376,255.29,40.76,13.28,201.24,3237.61
3377,232.56,41.44,13.35,177.75,3239.36
3378,229.10,40.47,13.28,175.33,3237.35
3379,226.37,40.56,13.21,172.57,3239.59
3380,226.34,40.53,13.08,172.71,3237.58
3381,242.94,49.09,15.49,178.34,3238.81
3382,226.64,41.14,13.24,172.24,3239.04
3383,226.08,40.71,13.20,172.15,3239.03
3384,226.83,40.65,13.37,172.79,3239.01
3385,254.82,41.04,13.60,200.16,3241.25
3386,234.62,41.15,13.62,179.83,3240.97
3387,229.86,40.55,13.20,176.09,3243.21
3388,229.73,40.59,13.32,175.81,3241.45
3389,228.97,41.35,13.48,174.12,3243.91
3390,225.14,40.86,13.36,170.90,3243.90
3391,228.79,40.85,13.29,174.63,3243.89
3392,229.37,41.15,13.20,175.00,3243.89
3393,229.40,40.82,13.19,175.37,3241.88
3394,274.76,40.65,13.86,220.22,3214.75
3395,231.99,41.14,13.26,177.56,3221.66
3396,230.55,40.70,13.20,176.63,3223.13
3397,229.38,40.91,13.34,175.10,3224.07
3398,228.94,40.79,13.24,174.89,3225.07
3399,226.90,40.60,13.19,173.09,3225.80
3400,229.08,40.88,13.14,175.04,3227.27
3401,227.47,41.02,13.57,172.86,3228.74
3402,229.01,40.53,13.24,175.23,3229.22
3403,251.40,40.54,13.20,197.65,3231.46
3404,232.21,40.73,13.23,178.22,3231.16
3405,230.90,41.10,13.38,176.40,3231.40
3406,229.19,41.39,13.16,174.62,3231.64
3407,226.47,40.46,13.22,172.78,3231.63
3408,225.59,40.90,13.25,171.43,3231.62
3409,228.17,40.36,13.63,174.16,3233.62
3410,227.83,40.96,13.57,173.28,3231.61
3411,224.03,40.52,13.36,170.13,3231.60
